trial,reservoir_size,spectral_radius,reservoir_connectivity,input_scaling,washout,alpha,ridge,mean_val_loss,std_val_loss
38.0,113.0,0.8678865266770911,0.013576749606015796,0.17378506494538792,500.0,0.6087042314596806,1.8428050083717178e-07,0.008120638213586061,0.017124331421559443
39.0,116.0,0.7592351678328255,0.07445726207104733,0.3148173573542614,300.0,0.2177904539147108,3.819470458521912e-06,0.018879809131613003,0.05074292275806646
40.0,167.0,0.7916913869188377,0.0776678043172962,0.16528880304384158,300.0,0.6590433299437836,1.7863830222467888e-06,0.0021211323793977497,0.0016965996214123149
41.0,75.0,0.7212456091188936,0.02918388810403364,0.3386803732753612,200.0,0.8927777563177955,3.289129477465938e-05,0.14526255428791046,0.25182179414921935
42.0,144.0,0.7826463434528305,0.04943661157069389,0.5888961660354282,200.0,0.6505099891533551,8.890624224436852e-05,0.03562904876889661,0.05238515018708011
43.0,185.0,0.7022687010741258,0.08353937216039155,0.36944087697998007,50.0,0.9450370035343935,3.4448035304634645e-08,0.5905148852616549,0.6280555081380187
44.0,79.0,0.9580166850316556,0.07681750155828988,0.23990311879749143,200.0,0.6443468443272016,7.420766195063626e-06,0.05649292149755638,0.09229082343471996
45.0,102.0,0.8993741673523858,0.08676215338527077,0.5548681522881885,200.0,0.914802841971391,2.423342802718552e-05,2.3028557159006597,3.5604219045255445
46.0,73.0,0.8839424897196663,0.08464132804349973,0.13967808561914502,200.0,0.7940073007176643,3.535521716644727e-06,0.03359650340862572,0.05747286255129086
47.0,117.0,0.7468587731194269,0.04976519606747656,0.7351007020839916,500.0,0.10870272964750598,1.9997487790209127e-08,0.29692124233260986,0.8800711758157338
48.0,88.0,0.8582211838696014,0.0851135517897415,0.6242586098408146,100.0,0.48680804159269464,1.4699935618781086e-08,0.0036097584816161543,0.006285086801403258
49.0,143.0,0.9607046317353511,0.08165100743992376,0.8746323238008125,200.0,0.2890688845057786,9.956781045663863e-08,0.006070599635131657,0.005649033722161236
50.0,76.0,0.8025668040382393,0.06038951672294828,0.887241451186982,500.0,0.7745298500291854,5.047255503711399e-05,0.03883474140893668,0.042400512543634465
51.0,110.0,0.9507356519037895,0.09785854296378667,0.8296945479463572,300.0,0.12230772570836985,8.836044349967332e-06,0.01333641447708942,0.028766867791310692
52.0,135.0,0.9268920838828132,0.047054184989639834,0.7029164163593771,100.0,0.3401251386350248,1.4109058576968313e-05,0.011804729409050196,0.022445618347552772
53.0,77.0,0.8109370995531109,0.01348521468992078,0.5236210189773913,100.0,0.8349279450372361,6.937658826501676e-07,1.6158071576617659,2.976743526094673
54.0,128.0,0.9379555504817529,0.08841907322767074,0.30063119248522807,100.0,0.4586193807083052,1.3014043201652257e-07,0.007848460803506896,0.01197092530924042
55.0,67.0,0.9803978401740248,0.03512124934496843,0.6773335647468649,300.0,0.7115663065242372,2.369434202139157e-05,0.12123914624098689,0.3490834525212468
56.0,134.0,0.9723787706941676,0.020380757666628484,0.9733605499200052,100.0,0.622530760364837,8.594137375934103e-05,0.004694367581396364,0.008262242689929287
57.0,59.0,0.7314367386922662,0.049110738270818,0.7556905545874338,200.0,0.4927544954835472,8.648551925947733e-05,0.005621429471648298,0.010460857734559221
58.0,79.0,0.8117066756699709,0.06189292391469397,0.32925025552472376,300.0,0.10152215039676653,5.0384930286066386e-05,0.002567854500375688,0.003969913061611406
59.0,187.0,0.8991885726052127,0.09462368083577981,0.7633339241412703,100.0,0.42779932460313774,1.9050011601815988e-08,0.07940825291443616,0.22079202141754412
60.0,134.0,0.8807150688844586,0.069704872863899,0.212162784097931,200.0,0.5564102536317422,4.651270706493195e-06,0.001184002510854043,0.0008937322141762427
61.0,133.0,0.8166961122467401,0.03660896822733523,0.21455901915323788,300.0,0.6984364907914944,3.2853459543228335e-07,0.22346444669528864,0.6025085301692948
62.0,94.0,0.8784993256259004,0.03708548871090088,0.5931434918221284,50.0,0.3734874543415184,6.929960186315872e-08,0.020367679675109683,0.05618533379081806
63.0,198.0,0.8759318554391311,0.03900243067628843,0.49760741515415763,100.0,0.5600565971871284,1.4960344570440639e-05,0.007238222820160445,0.013376682539087609
64.0,93.0,0.8910667160495422,0.03554077644937247,0.6974684526744989,500.0,0.4016694298688208,1.8779925199905682e-05,0.003316670373897068,0.005200775903045998
65.0,110.0,0.8951107444615785,0.030217659939755948,0.279216939453919,50.0,0.1415923462834826,8.624701857617647e-05,0.017925284351804294,0.04747769637209498
66.0,68.0,0.8320706888302258,0.08975232181458834,0.6181038094683863,300.0,0.5449394521093932,9.461015594209895e-08,0.008662259225093293,0.02193464342295549
67.0,51.0,0.9588713496012963,0.08743965088802692,0.8969186849588794,300.0,0.2969570231310875,1.6460363614937434e-05,0.003080422300263308,0.004386570176612645
68.0,182.0,0.8347194665265331,0.060166521463005586,0.9257230130098961,50.0,0.5108156429231553,1.6057073927543807e-05,0.0034327380533795806,0.0034472686248432647
69.0,185.0,0.9864888113892699,0.06359070866224778,0.9550356475988403,300.0,0.6513870904855865,7.535218412560325e-06,7.288848170719575,21.66670380049737
70.0,179.0,0.8237548194890101,0.09161692574105021,0.5013222508690304,100.0,0.7692898979436265,7.91949971095443e-07,0.017284015478799118,0.01962754495232715
71.0,116.0,0.9180152680851483,0.08558765990577287,0.34958021781766646,500.0,0.5361373153632402,9.05698097060561e-08,0.044373203825671226,0.1280617428021462
72.0,162.0,0.7224701726207734,0.03571553357768373,0.34454359637396614,200.0,0.9037241495112851,2.100441694660558e-08,4.007936219964177,10.182989210216629
73.0,88.0,0.7670658291211742,0.07245548310691471,0.735777227525097,50.0,0.47338110630839636,2.1063258813423256e-07,0.0007749231503112241,0.0005507423627222261
74.0,169.0,0.8205745278899153,0.028615095056296926,0.4781291659960831,500.0,0.9514558302310905,1.1970928227007176e-08,1.851132958009839,2.9876293160085052
75.0,197.0,0.8103104983890363,0.010530647522559377,0.41658292240464223,300.0,0.8681031555121942,6.512104392076315e-05,0.15061757187359034,0.17331728116542927
76.0,157.0,0.8560839646069671,0.0761170654680722,0.8198813538471409,100.0,0.5394065297952254,1.235211274448901e-07,0.8449635519908043,2.479743456928824
77.0,174.0,0.7084171977845474,0.04025165893285442,0.7112276965255148,300.0,0.7517632398645598,2.301561860830044e-05,0.5741750559653156,1.001415662805574
78.0,82.0,0.9844093734804877,0.0580711266579254,0.9162359763280915,500.0,0.6079527847222967,1.2835363880517831e-08,0.028030719663365743,0.06325276002022963
79.0,159.0,0.7393528512968636,0.051552859964636065,0.1452561701397648,300.0,0.39461740024756087,6.58866308262864e-07,0.0047068311556358825,0.010054004316184575
80.0,136.0,0.9207566152892679,0.04412135940077227,0.7768088411993064,300.0,0.32704437860414254,2.1263019185411875e-08,0.004791796501376666,0.010806345625437305
81.0,54.0,0.9172170357140267,0.014687704741892994,0.9567277231437289,100.0,0.6851296839248875,1.3333132605769328e-05,,
82.0,60.0,0.9187276291772626,0.095465055944439,0.2794246141262796,50.0,0.6592020909275421,8.998699877180618e-08,0.08703362479573115,0.17287916923472452
83.0,171.0,0.8941430649397741,0.06075726237370173,0.29616808681585327,200.0,0.7902082885206168,4.68982430970743e-08,0.035569692659191784,0.0528297312494544
84.0,79.0,0.9255596469908755,0.024738922915047926,0.3799350276387399,500.0,0.12311058294771943,1.7694120378313005e-07,0.001170367092709057,0.0007735291157753508
85.0,146.0,0.8150297880398218,0.07435132345445215,0.16839683005875397,100.0,0.1917111749013789,1.2300521935493664e-05,0.0024677344015799465,0.003223551378295651
86.0,80.0,0.9309058928140614,0.06093392998305844,0.1369622171855225,500.0,0.48554021191127006,3.0358723370089033e-07,0.002044140153157059,0.002429094906900086
87.0,179.0,0.8877875436764735,0.011138693514926778,0.4780528667576448,300.0,0.19498498357959873,6.968675933498943e-05,0.024998407001839952,0.07004531915560025
88.0,167.0,0.9051195066747623,0.04919384305069094,0.7604157736120527,200.0,0.654321118648196,4.769475559086267e-05,0.03454324500635266,0.05761388754839102
89.0,173.0,0.8348133937740072,0.08431611385786801,0.6332271571573315,200.0,0.8665418440173986,2.1034106841530037e-05,0.5491483831778169,0.8014355780960855
90.0,72.0,0.7808891922658163,0.05057218001743935,0.7754286536443056,500.0,0.6492985338074686,3.280629731784137e-07,24.168136022577528,71.87058057839897
91.0,57.0,0.8433488860486174,0.039251275109988354,0.53879493915221,200.0,0.8180491211452868,2.2980282998766466e-07,2.8403072162065657,4.706520144652913
92.0,120.0,0.8611793980966793,0.05649645265434408,0.271950781174389,100.0,0.7480671976937748,9.001427489383885e-07,0.2699421377154067,0.6283262923940559
93.0,111.0,0.9002767084394916,0.0681312609766857,0.5417392015707275,50.0,0.1837480154992045,7.698136399723999e-08,0.006782629780354909,0.012347093962681173
94.0,112.0,0.7887997487377256,0.062340002679913055,0.5259344398835722,500.0,0.4093816547315823,9.694509841040296e-05,0.0006125955449533648,0.0006143676370670016
95.0,190.0,0.7959294761868198,0.07325694479671921,0.3438247842785767,200.0,0.30748423716865697,7.676041698853342e-06,0.0025075695593841374,0.002659933684303596
96.0,130.0,0.7346708749639653,0.05822775688453749,0.7859706485356927,100.0,0.2723868757094903,9.003650202388795e-06,0.01855220904399175,0.037242138567101825
97.0,120.0,0.9101296503169849,0.09789463205947511,0.572173182197747,200.0,0.9824595674162617,2.1404912325700816e-05,102.869230812788,300.02102840477966
98.0,125.0,0.7659701174099408,0.026149738931686303,0.11273353053045745,500.0,0.21392466386318348,1.520767434138911e-08,0.006736778168124147,0.013836736356860559
99.0,63.0,0.8604741003715963,0.0727675653619175,0.213651543662568,300.0,0.1923288821089846,1.1195967097566568e-08,0.0035255199152743446,0.005786344880397828
100.0,122.0,0.8361251140298479,0.04964219183224093,0.26592730335107356,50.0,0.32723055144367535,2.798284446105421e-05,0.19884735033265316,0.35983565176039534
101.0,79.0,0.9384135371368347,0.04606366980267459,0.16667395323007583,50.0,0.2365543062558608,1.7561770810348906e-05,0.000933144404552877,0.0016425039943946146
102.0,127.0,0.7247024634349066,0.032337185968910456,0.6022657311558656,300.0,0.6456858861186665,1.455336157315831e-05,0.10131286708638072,0.2986942657020454
103.0,107.0,0.924951126512483,0.04423402235318945,0.9176539398614235,200.0,0.8741499992435621,9.122734629021128e-05,37.4605969035998,108.06329187798644
104.0,128.0,0.8649025464810276,0.015420727393528677,0.9640978996908692,50.0,0.9528311802928402,6.778781308691132e-08,1.6255463294684886,3.48896953664122
105.0,104.0,0.7767473763341021,0.017306871892028588,0.3158786599072232,500.0,0.16755838201105114,1.0249504971016984e-08,0.0016283071163343266,0.0026354502502581654
106.0,165.0,0.899917629377583,0.052292123110691736,0.12937586984283186,200.0,0.7362602468911299,6.485601080683066e-06,0.017288825573632493,0.01628286132086469
107.0,166.0,0.720642130444509,0.031008142554402304,0.3380991630930097,500.0,0.6950647385680311,5.4284248982510964e-05,0.017688290710793808,0.03599540731045111
108.0,158.0,0.7332851277137032,0.030232850523942145,0.2340904609677963,200.0,0.8439680436850536,1.930364612271431e-08,14.083303566044197,41.87830498203072
109.0,92.0,0.9298622842073994,0.06355396335874643,0.8418162711880083,200.0,0.4952381038063637,7.495349375195107e-07,0.13109811953618192,0.359459053114101
110.0,127.0,0.902922768642958,0.09484086166696368,0.550424959406133,300.0,0.4939829772144382,2.466872185040647e-06,0.11962943200196605,0.32334839162452234
111.0,160.0,0.9130148377528284,0.06433422768513196,0.1232784031495019,100.0,0.9657199919735531,2.2071632461402365e-05,0.07402843758463859,0.003636005262662468
112.0,197.0,0.8702656501958371,0.011867091059398033,0.7882843420285987,200.0,0.6186222861424722,1.1283296918272204e-05,0.06368990970659069,0.10593503365122202
113.0,94.0,0.8364452387429737,0.06863585404903177,0.9244655091340908,100.0,0.9972509274393071,5.540385044822813e-07,2482.2714427948,5886.003331955977
114.0,175.0,0.981026018459054,0.05230093554643166,0.46751328408701376,200.0,0.7031201585690668,2.6973194100477584e-05,0.0925406132126227,0.18848774025681622
115.0,134.0,0.8193770760384601,0.05459221188679041,0.6963251832922859,300.0,0.8322094312641753,1.586304060425016e-06,2.9021181498654185,5.433803194482275
116.0,166.0,0.7255373399049786,0.0327158965847987,0.20432944128786207,300.0,0.8784195256466911,1.9939249745400338e-05,0.1126424535177648,0.2713590282731761
117.0,50.0,0.8907215120801074,0.05883342349214756,0.4719228137193894,100.0,0.5665954532146559,3.094108154654229e-06,0.2459940068045398,0.7318637036200694
118.0,177.0,0.8813685352220526,0.07839914824549153,0.2832024145152465,500.0,0.2179119060554019,1.4194384978990722e-07,0.021858373927534556,0.0547184494382776
119.0,174.0,0.7352135641751597,0.0975832134239525,0.6479845003737684,100.0,0.7388045425902332,1.7498489190676728e-07,0.010324317414779216,0.01721712287828624
120.0,53.0,0.8601529086255826,0.01838882811533703,0.9930314254556977,50.0,0.5153031047609051,2.9502892467771283e-08,0.004696981402230449,0.008847125149868983
121.0,89.0,0.8445288963650865,0.0744942993392612,0.5579848135625606,200.0,0.4739413086418177,8.511347218668142e-07,0.0010002412018366158,0.0006585895376512612
122.0,170.0,0.7706819627617901,0.05961385691924228,0.445227411922435,500.0,0.5574168024336046,3.290826762932893e-05,0.006611498477286659,0.007041777874971748
123.0,67.0,0.7801117468183918,0.08110055638028021,0.4734481811962107,500.0,0.3404553967602143,1.0239082385744508e-08,0.0008807103644357994,0.00128813010043705
124.0,126.0,0.9428680175558621,0.062193104549506384,0.6939466777494274,100.0,0.501892653738875,8.656962618619795e-07,0.0054503566498169675,0.011722843428139161
125.0,135.0,0.8600560509505352,0.05890870566628058,0.509810155179851,200.0,0.8826415149106617,8.37719308050515e-05,0.3010877355933189,0.41146915950296487
126.0,111.0,0.8658213161756213,0.031020620145210384,0.7979900275893329,50.0,0.38635869451041993,7.796595465127693e-07,0.004112979510682635,0.005163758107705601
127.0,147.0,0.8119628382223849,0.06973199465360813,0.8386727965385995,100.0,0.5457957846547812,1.4063015174505011e-08,0.02756942456762772,0.06596197787811756
128.0,178.0,0.9799525411512875,0.03987952335382274,0.1903281419483671,300.0,0.18974052796778057,4.3829519625774975e-05,0.006588367890799418,0.010855707859138405
129.0,53.0,0.9095087099954864,0.0468980757771728,0.6893031937849604,100.0,0.16734542341933795,1.3369069010198215e-05,0.003957239730516449,0.006463678026762664
130.0,117.0,0.7981827578749152,0.0723434138728194,0.6848529873213454,200.0,0.8671072029093038,2.737592085744666e-05,0.32573816683143375,0.5463613547039232
131.0,147.0,0.976700481860576,0.0664119261107189,0.898694814618391,300.0,0.8851447156586827,1.3918627091343076e-08,2.4525169141590597,4.095046343254445
132.0,67.0,0.7680833704995862,0.07159596169653251,0.3586411036378393,100.0,0.7720897300641343,5.443596017689175e-07,0.019529596471693368,0.03184976673779675
133.0,75.0,0.920507210968337,0.07335017463961341,0.1904565162905357,100.0,0.7246010465139111,4.108622576243392e-05,0.002201034588506445,0.0019739928516237914
134.0,61.0,0.7940686533665776,0.015050730529450624,0.4226170080703271,300.0,0.2310128161294586,1.3324940320570245e-06,0.00031015955028124154,6.952450349505935e-05
135.0,194.0,0.8977221076922912,0.026205119753618,0.2575624195566141,500.0,0.8837556387803693,3.0119064196578892e-06,4.11059540193528,10.371406534574836
136.0,111.0,0.8443235031867058,0.062484141758684775,0.3089695998656371,200.0,0.5136134492590579,4.649035570660109e-06,0.016348671837477013,0.04093007588878014
137.0,169.0,0.9613507328436761,0.07098497971291716,0.24217805986460827,300.0,0.9507120714411814,8.924970326865873e-05,0.045097021386027336,0.008254566316353682
138.0,126.0,0.8852922236844035,0.0481878044614808,0.3250884019669311,200.0,0.2792952991980031,3.4575860383296173e-07,0.001469603946316056,0.0016031687933770677
139.0,173.0,0.7309294475524847,0.044322786789186615,0.42306324181952126,200.0,0.9934228392642078,1.5167814739594578e-07,97.92580528259278,83.23277526638833
140.0,151.0,0.779599310251686,0.06093361152601291,0.7172195434606109,50.0,0.9195552583468395,9.5650802163696e-06,1.734100023843348,3.403057706070579
141.0,123.0,0.9249648840849805,0.03071065518733747,0.8217387617907588,100.0,0.6729560902053027,3.0448412355015606e-06,0.16150143553386442,0.22448649294316897
142.0,85.0,0.8821919500692005,0.09130633336656711,0.6817065480014706,200.0,0.8097494356091385,1.3597470490775282e-08,0.9064950508531183,2.031259655480221
143.0,143.0,0.9123843327023791,0.018112003817159706,0.3655994064662398,300.0,0.258076063399876,3.377840907897591e-08,0.03234770056587877,0.0823283240786814
144.0,188.0,0.9541735730449257,0.04292717775536115,0.5516152860383561,200.0,0.8474253576106576,1.066302281038977e-07,0.9340441634878516,2.0571971663685735
145.0,173.0,0.9805413820883755,0.03656273042552427,0.8833572633925357,50.0,0.5214982499674258,2.0007712750452147e-08,0.046139221338671633,0.1185699823546618
146.0,107.0,0.9494407731006583,0.07517950408679663,0.981948018503713,500.0,0.4291975444650098,1.4545473865681878e-05,0.007384227147849742,0.017030029132436012
147.0,53.0,0.7766929877222029,0.021122986308714314,0.4317270927544351,200.0,0.6261040824869495,1.948360000086454e-05,0.0031958911509718745,0.0025043352849675126
148.0,145.0,0.7314203696377769,0.031043971199042487,0.1225221846818341,500.0,0.3952056536356383,2.756314586688224e-06,0.0033635950778261757,0.007807920911539218
149.0,66.0,0.8842671374896023,0.05178407826904124,0.7309694489238497,300.0,0.205008343054349,1.5184036674618495e-08,0.0015363365397206507,0.0014007929094515602
150.0,59.0,0.7882657294632415,0.05433621570803854,0.18747279875963946,500.0,0.22209764383570288,6.524917539958627e-07,0.005368566224933602,0.012116494047576285
